PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,TEU,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS & NUMBERS,IMPORTER ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,DISTRIBUTION PORT,MASTER B/L,VOYAGE NUMBER,SEAL,SHIPMENT REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
"ALASKA BRIGHT 235G/M2 2ND NOTIFY:JOHN A. STEER CO. 2100 CORAL WAY, 501 MIAMI, FLORIDA USA EMAIL: D.PROCACCINO JASTEER.COM FREIGHT PREPAID ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 PC IN STANDARD TREATMENT LEVEL ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2 ALASKA BRIGHT 235G/M2",APEN PRODUCTS,APEN PRODUCTS,MM KOTKAMILLS BOARDS OY,2025-03-11,24,641694,291679,Bremerhaven,"Norfolk, Virginia",COSCO HOPE,Germany,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"4231 CLARY BLVD 64130 KANSAS CITY, MO UNITED STATES",16805400 P.O.BOX 932 00019 SSC TE FINNLAND,64130,12,CMAU8920294 ECMU7067301 CMAU4702490 TCNU3171039 TRLU7473851 CMAU7291324 CMAU8885172 TCNU3483248 TRHU4926175 CMAU4262169 CMAU7700320 BMOU5072725,4500 4500 4500 4500 4500 4500 4500 4500 4500 4500 4500 4500,209,REL,6,CM,CMDUHBG1929075,,,,0LBIQ,389506 388417 388416 389578 389505 388419 389576 388415 389577 388414 389507 388418,HONG KONG,61,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,JOHN A. STEER CO.,"2100 CORAL WAY, SUITE 501 MIAMI, FLORIDA USA",KOTKA
FROZEN FLOUNDER FILLETS FROZEN ALASKA POLLOCK FILLETS THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: -21'C VENT:CLOSED,FISHING LINE LLC,THE FISHING LINE,"YANTAI SANKO FISHERIES CO., LTD.",2025-03-11,2,48400,22000,Pusan,"New York/Newark Area, Newark, New Jersey",CCNI ANDES,South Korea,N/M,38 IRENE CT LAKEWOOD NJ 08701 . .,"NO.16 LONGZHU ROAD LAISHAN ECONOMIC DEVELOPMENT ZONE, YANTAI CHINA .",08701,1,MEDU9342049,45R1,3665,CTN,0,,SAACAGTAOP10185,H,,MEDUQT830740,505E,FX38698981,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,FISHING LINE LLC,38 IRENE CT LAKEWOOD NJ 08701 . .,QINGDAO
FROZEN FLOUNDER FILLETS FROZEN ALASKA POLLOCK FILLETS THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: -23'C VENT:CLOSED,"DAGIM TAHORIM CO.,INC.",DAGIM TAHORIM CO INC,"YANTAI SANKO FISHERIES CO., LTD.",2025-03-11,2,45100,20500,Pusan,"New York/Newark Area, Newark, New Jersey",CCNI ANDES,South Korea,N/M,"1681-54TH STREET BROOKLYN,NY 11204 . .","NO.16 LONGZHU ROAD LAISHAN ECONOMIC DEVELOPMENT ZONE, YANTAI CHINA .",11204,1,MEDU9129769,45R1,2603,CTN,0,,SAACAGTAOP10184,H,,MEDUQT837869,505E,FX38681361,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,"DAGIM TAHORIM CO.,INC.","1681-54TH STREET BROOKLYN,NY 11204 . .",QINGDAO
FROZEN FLOUNDER FILLETS FROZEN ALASKA POLLOCK FILLETS THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: -21'C VENT:CLOSED,"RX SHIPPING AGENCY , INC",RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-03-11,2,48400,22000,Pusan,"New York/Newark Area, Newark, New Jersey",CCNI ANDES,South Korea,N/M SAME SAME,25 POWER ST HICKSVILLE NEW YORK TX 75770 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,75770,1,MEDU9342049,45R1,3665,CTN,40,X,MEDUQT830740,M,,,505E,FX38698981,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,"RX SHIPPING AGENCY , INC",25 POWER ST HICKSVILLE NEW YORK TX 75770 UNITED STATES,QINGDAO
FROZEN FLOUNDER FILLETS FROZEN ALASKA POLLOCK FILLETS THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS TEMP: -23'C VENT:CLOSED,"RX SHIPPING AGENCY , INC",RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-03-11,2,45100,20500,Pusan,"New York/Newark Area, Newark, New Jersey",CCNI ANDES,South Korea,N/M SAME SAME,25 POWER ST HICKSVILLE NEW YORK TX 75770 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,75770,1,MEDU9129769,45R1,2603,CTN,40,X,MEDUQT837869,M,,,505E,FX38681361,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,"RX SHIPPING AGENCY , INC",25 POWER ST HICKSVILLE NEW YORK TX 75770 UNITED STATES,QINGDAO
"ALASKA PLUS 255, ALASKA PLUS 235, ALASKA WHITE 300, ALASKA WHITE 275 HS 48109210",MM PACKAGING PUERTO RICO INC.,MM TRADING USA INC,MM BOARD & PAPER SALES GMBH,2025-03-09,2,20799,9454,Caucedo,"San Juan, Puerto Rico",NORDPUMA,Dominican Republic,NO MARKS . . .,"STREET C, LOS FRAILES 00969 GUAYNABO PUERTO RICO TAX 660442252","BRAHMSPLATZ 6 1040 WIEN, AUSTRIA VAT ATU77653237",00969,1,HAMU1803830,4510,21,PCS,0,,HLCUGDY250130362,,,,2508S,7936 S0031778,CYPRUS,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,XXX,"SAN JUAN, PR 00902-2927 PH. (787)707-1863 EXT 112 FAX (787)707-1850 SLEONJMADURO.COM","GDYNIA, PL"
"FISH OF THE FAMILIES BREGMACEROTIDAE EUCLICH2,485 CTNS OF FOODSTUFFS (HEAD OF DRIED ALASKA POLLACK)",BINEX LINE CORP.(L.A),BINEX LINE CORPORATION,-NOT AVAILABLE-,2025-03-09,2,43391,19723,Pusan,"Los Angeles, California",HMM TOPAZ,South Korea,N/M // //,19515 SOUTH VERMONT AVE. TORRANCE CA 90502. USA LAIMPORTBINEXLINE.COM TE TEL 310-416-8600,-NOT AVAILABLE-,19515,1,YMMU6256492,45G0,2485,CTN,0,CM,YMJAW360925041,M,,,004E,YMAT289052,LIBERIA,,YMJA,,,,,,BINEX LINE CORP.(L.A),19515 SOUTH VERMONT AVE. TORRANCE CA 90502. USA LAIMPORTBINEXLINE.COM,BUSAN KOREA
"FROZEN MSC ALASKA POLLOCK FILLETS,FROZEN PACIFIC COD LOINS",NORTHERN FISHERIES LTD,NORTHERN FISHERIES LTD,"YANTAI YONGYUAN FOODSTUFF CO., LTD.",2025-03-07,2,52932,24060,Ching Tao,"Boston, Massachusetts",EVER FOND,China,N/M,"2918 EAST MAIN RD PORTSMOUTH, RI 02 871 401-592-0600","DAJIJIA YANTAI E.T.D.Z. SHANDONG, C HINA",,1,EMCU5445188,40U0,4228,CTN,0,CM,QMIEMS10275,H,,EGLV140403925025,1196,EMCLHF6154,LIBERIA,,QMIE,,,,,,SAMSKIP LOGISTICS,"MICHAEL ELLIOTT 40 PEARL STREET BRA INTREE, MA 02184",QINGDAO
"2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS 2016 BOXES, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190, 19837.44KGS",ANTONIO HANDAL & CO,ANTONIO HANDAL & CO,FRIESLANDCAMPINA EXPORT,2025-03-07,20,872848,396749,Rotterdam,"Norfolk, Virginia",PUERTO LIMON EXPRESS,Netherlands,0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . .,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,FRISAXSTRAAT 4 8471 ZW WOLVEGA NETHERLANDS,,20,GLDU5736736 TEMU4855627 HLBU1005830 UACU3726653 SEGU3417506 SEGU3627800 FTAU1989170 TRHU2043783 HLBU2953433 HAMU1132623 BMOU2811755 TGCU2430000 UACU4046877 CAAU2295907 FCIU6608343 HLXU3554878 CAAU2083894 HLXU1135419 HLXU1163004 DRYU2919205,2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210,40320,PCS,0,,HLCURTM250136352,,,,507S,0134342 0133259 0134348 0134345 0133258 0134353 0134351 0134350 0134354 0134343 0134344 0134349 0133291;U404687 0133256 0134352 0134347 0134346 0133255 0133257 0133260,LIBERIA,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,ANTONIO HANDAL & CO,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,"ROTTERDAM, NL"
ALASKA 25-NIGHT,BRU USA LLC,BRU USA LLC,D'DECOR HOME FABRICS PVT LTD,2025-03-06,0.23872974604206323,5656,2571,Nhava Sheva,"Charleston, South Carolina",TUCAPEL,India,04 PKGS,154 PLANDOME COURT MANHASSET NY 11030 US EM STEWART.JERVIS@BRUTEX.COM,"6TH & 7TH FLR,UT NO. 1461/1471,BLDG 14, SOLITAIRE CORP PARK,167 GURU HARGOV INDJI MRG CHAKALA,ANDHERI EAS IN",11030,1,FFAU2103715,45G0,4,PKG,0,CM,DSVFDSV0834429,H,,HLCUBO1250182534,5103,4902188 HLK1485260,LIBERIA,,DSVF,,,,,,-NOT AVAILABLE-,-NOT AVAILABLE-,NHAVA SHEVA (JAWA
"SHIPPER'S LOAD,COUNT & SEAL 1X40'RH(FCL)(CY CY)S.T.C FROZEN ALASKA POLLOCK FILLET SKINLESS FROZEN PACIFIC COD FILLET FROZEN COOKED SHORT NECK CLAM MEAT FROZEN COOKED SHORT NECK CLAM FROZEN COOKED ARK SHELL(HALF-SHELL) FROZEN COOKED ARK SHELL MEAT FROZEN S, ILVER FISH FROZEN COOKED RAZOR CLAM MEAT -23C THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS",GRAND BK CORP.,GRAND BK CORP,HANDONG FOODS(CHINA)CO.LTD,2025-03-06,2,49148,22340,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO FORTUNE,South Korea,N M NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"333 STARKE ROAD CARLSTADT, NJ 07072 USA MASPETH NY US","RM2602, SHOUKAI BOJUN NO.5 CHUNHAI STREET, ZHONGSHAN DISTRICT DALIAN CHINA DALIAN LN CN",07072,1,OERU4142208,45R1,2350,CTN,0,X,EZLODLYX25010064,H,,COSU6408147240,077E,N866393,HONG KONG,,EZLO,EZ LOGISTICS LLC,ENGLEWOOD CLIFFS,NJ,07632,120 SYLVAN AVE STE 3,GRAND BK CORP.,"333 STARKE ROAD CARLSTADT, NJ 07072 USA MASPETH NY US","DALIAN,LN"
FROZEN ALASKA POLLOCK FILLET SKINLESS / FROZEN PACIFIC COD FILLET / FROZEN COOKED SHORT NECK CLAM MEAT / FROZEN COOKED SHORT NECK CLAM / FROZEN COOKED ARK SHELL(HALF-SHELL) / FROZEN COOKED ARK SHELL MEAT / FROZEN SILVER FISH / FROZEN COOKED RAZOR CLAM MEAT,EZ LOGISTICS LLC,THE YES LOGISTICS CORP,EZ LOGISTICS LLC DALIAN BRANCH,2025-03-06,2,49148,22340,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO FORTUNE,South Korea,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,SUITE H 17409 MARQUARDT AVENUE CERRITOS CA 90703 UNITED STATES TE 8020188,RM.2608 SINOTRANS LIAONING BOULEVA DALIAN LN CHINA TE 13842612338,90703,1,OERU4142208,45R1,2350,CTN,58,CM,COSU6408147240,M,,,077E,N866393,HONG KONG,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,EZ LOGISTICS LLC,SUITE H 17409 MARQUARDT AVENUE CERRITOS CA 90703 UNITED STATES,DALIAN
"1210 BOXS, FULL CREAM MILK FULL CREAM MILK POWDER ALASKA 6X2500G TINS FAT (MIN) 28% HS CODE 040221 1210 BOXS, FULL CREAM MILK FULL CREAM MILK POWDER ALASKA 6X2500G TINS FAT (MIN) 28% HS CODE 040221",ANTONIO HANDAL & CO,ANTONIO HANDAL & CO,FRIESLANDCAMPINA EXPORT,2025-03-06,4,95300,43318,Rotterdam,"Norfolk, Virginia",CAPE CORFU,Netherlands,0401524 COUNTRY OF ORIGIN NL . . . . . 0401524 COUNTRY OF ORIGIN NL . . . . .,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,FRISAXSTRAAT 4 8471 ZW WOLVEGA NETHERLANDS,,2,HAMU2593173 TLLU5327986,4510 4510,2420,PCS,0,,HLCURTM250127359,,,,506S,096354 096352,CYPRUS,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,ANTONIO HANDAL & CO,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,"ROTTERDAM, NL"
"2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190 2016 BOXS, EVAPORATED EVAPORATED DAIRY BLEND WITH VEGETABLE FAT ALASKA 48X169G (160ML) TINS HS CODE 190190",ANTONIO HANDAL & CO,ANTONIO HANDAL & CO,FRIESLANDCAMPINA EXPORT,2025-03-06,20,872848,396749,Rotterdam,"Norfolk, Virginia",CAPE CORFU,Netherlands,0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . . 0616935 COUNTRY OF ORIGIN NL . . . . .,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,FRISAXSTRAAT 4 8471 ZW WOLVEGA NETHERLANDS,,20,FCIU6490780 HLXU1269721 UACU4123079 HLXU1384073 SEGU3575440 CAAU2397241 HAMU1107847 SEKU1483910 FANU5011787 HLXU1197391 GCXU2410650 HLBU2946429 HLXU1125581 NIDU2298868 HLBU3942304 LYGU8077399 FTAU1553119 UACU3907311 HLBU2933930 FCIU6604590,2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210 2210,40320,PCS,0,,HLCURTM241274143,,,,506S,0122925 0122929 0122984 0122633 0122933 0122505 0122634 0122635 0122631 0122926 0122931 0122632 0122928 0122930 0122932 0122630 0122927 0122924 0122985 0122983,CYPRUS,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,ANTONIO HANDAL & CO,AVE. JOHN BROWN (LALUE) 272 6110 PORT AU PRINCE HAITI,"ROTTERDAM, NL"
